STATE,STATEA,COUNTY,COUNTYA,num_vehicles,tot_vehicles,st_cnty_name
Michigan,26,Oakland County,125,2,211035,"Oakland County, Michigan"
Michigan,26,Oakland County,125,3,72287,"Oakland County, Michigan"
Michigan,26,Oakland County,125,4,22127,"Oakland County, Michigan"
Michigan,26,Oakland County,125,5,7711,"Oakland County, Michigan"
Michigan,26,Oceana County,127,1,3066,"Oceana County, Michigan"
Michigan,26,Oceana County,127,2,3966,"Oceana County, Michigan"
Michigan,26,Oceana County,127,3,1699,"Oceana County, Michigan"
Michigan,26,Oceana County,127,4,630,"Oceana County, Michigan"
Michigan,26,Oceana County,127,5,275,"Oceana County, Michigan"
Michigan,26,Ogemaw County,129,1,3127,"Ogemaw County, Michigan"
Michigan,26,Ogemaw County,129,2,3524,"Ogemaw County, Michigan"
Michigan,26,Ogemaw County,129,3,1322,"Ogemaw County, Michigan"
Michigan,26,Ogemaw County,129,4,431,"Ogemaw County, Michigan"
Michigan,26,Ogemaw County,129,5,221,"Ogemaw County, Michigan"
Michigan,26,Ontonagon County,131,1,948,"Ontonagon County, Michigan"
Michigan,26,Ontonagon County,131,2,1118,"Ontonagon County, Michigan"
Michigan,26,Ontonagon County,131,3,440,"Ontonagon County, Michigan"
Michigan,26,Ontonagon County,131,4,79,"Ontonagon County, Michigan"
Michigan,26,Ontonagon County,131,5,32,"Ontonagon County, Michigan"
Michigan,26,Osceola County,133,1,2862,"Osceola County, Michigan"
Michigan,26,Osceola County,133,2,3739,"Osceola County, Michigan"
Michigan,26,Osceola County,133,3,1277,"Osceola County, Michigan"
Michigan,26,Osceola County,133,4,405,"Osceola County, Michigan"
Michigan,26,Osceola County,133,5,143,"Osceola County, Michigan"
Michigan,26,Oscoda County,135,1,1337,"Oscoda County, Michigan"
Michigan,26,Oscoda County,135,2,1426,"Oscoda County, Michigan"
Michigan,26,Oscoda County,135,3,566,"Oscoda County, Michigan"
Michigan,26,Oscoda County,135,4,174,"Oscoda County, Michigan"
Michigan,26,Oscoda County,135,5,25,"Oscoda County, Michigan"
Michigan,26,Otsego County,137,1,3060,"Otsego County, Michigan"
Michigan,26,Otsego County,137,2,4258,"Otsego County, Michigan"
Michigan,26,Otsego County,137,3,1379,"Otsego County, Michigan"
Michigan,26,Otsego County,137,4,522,"Otsego County, Michigan"
Michigan,26,Otsego County,137,5,171,"Otsego County, Michigan"
Michigan,26,Ottawa County,139,1,26201,"Ottawa County, Michigan"
Michigan,26,Ottawa County,139,2,46548,"Ottawa County, Michigan"
Michigan,26,Ottawa County,139,3,16983,"Ottawa County, Michigan"
Michigan,26,Ottawa County,139,4,6189,"Ottawa County, Michigan"
Michigan,26,Ottawa County,139,5,2151,"Ottawa County, Michigan"
Michigan,26,Presque Isle County,141,1,1760,"Presque Isle County, Michigan"
Michigan,26,Presque Isle County,141,2,2506,"Presque Isle County, Michigan"
Michigan,26,Presque Isle County,141,3,922,"Presque Isle County, Michigan"
Michigan,26,Presque Isle County,141,4,223,"Presque Isle County, Michigan"
Michigan,26,Presque Isle County,141,5,140,"Presque Isle County, Michigan"
Michigan,26,Roscommon County,143,1,4292,"Roscommon County, Michigan"
Michigan,26,Roscommon County,143,2,4572,"Roscommon County, Michigan"
Michigan,26,Roscommon County,143,3,1042,"Roscommon County, Michigan"
Michigan,26,Roscommon County,143,4,323,"Roscommon County, Michigan"
Michigan,26,Roscommon County,143,5,124,"Roscommon County, Michigan"
Michigan,26,Saginaw County,145,1,27029,"Saginaw County, Michigan"
Michigan,26,Saginaw County,145,2,29218,"Saginaw County, Michigan"
Michigan,26,Saginaw County,145,3,10418,"Saginaw County, Michigan"
Michigan,26,Saginaw County,145,4,3700,"Saginaw County, Michigan"
Michigan,26,Saginaw County,145,5,1425,"Saginaw County, Michigan"
Michigan,26,St. Clair County,147,1,20133,"St. Clair County, Michigan"
Michigan,26,St. Clair County,147,2,24833,"St. Clair County, Michigan"
Michigan,26,St. Clair County,147,3,10484,"St. Clair County, Michigan"
Michigan,26,St. Clair County,147,4,3535,"St. Clair County, Michigan"
Michigan,26,St. Clair County,147,5,1565,"St. Clair County, Michigan"
Michigan,26,St. Joseph County,149,1,7673,"St. Joseph County, Michigan"
Michigan,26,St. Joseph County,149,2,9437,"St. Joseph County, Michigan"
Michigan,26,St. Joseph County,149,3,3238,"St. Joseph County, Michigan"
Michigan,26,St. Joseph County,149,4,1289,"St. Joseph County, Michigan"
Michigan,26,St. Joseph County,149,5,596,"St. Joseph County, Michigan"
Michigan,26,Sanilac County,151,1,5639,"Sanilac County, Michigan"
Michigan,26,Sanilac County,151,2,6663,"Sanilac County, Michigan"
Michigan,26,Sanilac County,151,3,2829,"Sanilac County, Michigan"
Michigan,26,Sanilac County,151,4,839,"Sanilac County, Michigan"
Michigan,26,Sanilac County,151,5,357,"Sanilac County, Michigan"
Michigan,26,Schoolcraft County,153,1,1172,"Schoolcraft County, Michigan"
Michigan,26,Schoolcraft County,153,2,1502,"Schoolcraft County, Michigan"
Michigan,26,Schoolcraft County,153,3,392,"Schoolcraft County, Michigan"
Michigan,26,Schoolcraft County,153,4,103,"Schoolcraft County, Michigan"
Michigan,26,Schoolcraft County,153,5,28,"Schoolcraft County, Michigan"
Michigan,26,Shiawassee County,155,1,8296,"Shiawassee County, Michigan"
Michigan,26,Shiawassee County,155,2,10946,"Shiawassee County, Michigan"
Michigan,26,Shiawassee County,155,3,4390,"Shiawassee County, Michigan"
Michigan,26,Shiawassee County,155,4,1627,"Shiawassee County, Michigan"
Michigan,26,Shiawassee County,155,5,782,"Shiawassee County, Michigan"
Michigan,26,Tuscola County,157,1,6560,"Tuscola County, Michigan"
Michigan,26,Tuscola County,157,2,8704,"Tuscola County, Michigan"
Michigan,26,Tuscola County,157,3,3704,"Tuscola County, Michigan"
Michigan,26,Tuscola County,157,4,1282,"Tuscola County, Michigan"
Michigan,26,Tuscola County,157,5,488,"Tuscola County, Michigan"
Michigan,26,Van Buren County,159,1,8877,"Van Buren County, Michigan"
Michigan,26,Van Buren County,159,2,11895,"Van Buren County, Michigan"
Michigan,26,Van Buren County,159,3,4474,"Van Buren County, Michigan"
Michigan,26,Van Buren County,159,4,1882,"Van Buren County, Michigan"
Michigan,26,Van Buren County,159,5,789,"Van Buren County, Michigan"
Michigan,26,Washtenaw County,161,1,49383,"Washtenaw County, Michigan"
Michigan,26,Washtenaw County,161,2,55196,"Washtenaw County, Michigan"
Michigan,26,Washtenaw County,161,3,17387,"Washtenaw County, Michigan"
Michigan,26,Washtenaw County,161,4,5304,"Washtenaw County, Michigan"
Michigan,26,Washtenaw County,161,5,2351,"Washtenaw County, Michigan"
Michigan,26,Wayne County,163,1,269964,"Wayne County, Michigan"
Michigan,26,Wayne County,163,2,221794,"Wayne County, Michigan"
Michigan,26,Wayne County,163,3,69449,"Wayne County, Michigan"
Michigan,26,Wayne County,163,4,20721,"Wayne County, Michigan"
Michigan,26,Wayne County,163,5,7418,"Wayne County, Michigan"
Michigan,26,Wexford County,165,1,4319,"Wexford County, Michigan"
Michigan,26,Wexford County,165,2,5314,"Wexford County, Michigan"
Michigan,26,Wexford County,165,3,1821,"Wexford County, Michigan"
Michigan,26,Wexford County,165,4,433,"Wexford County, Michigan"
Michigan,26,Wexford County,165,5,252,"Wexford County, Michigan"
Minnesota,27,Aitkin County,1,1,2251,"Aitkin County, Minnesota"
Minnesota,27,Aitkin County,1,2,2961,"Aitkin County, Minnesota"
Minnesota,27,Aitkin County,1,3,1417,"Aitkin County, Minnesota"
Minnesota,27,Aitkin County,1,4,400,"Aitkin County, Minnesota"
Minnesota,27,Aitkin County,1,5,228,"Aitkin County, Minnesota"
Minnesota,27,Anoka County,3,1,32305,"Anoka County, Minnesota"
Minnesota,27,Anoka County,3,2,55639,"Anoka County, Minnesota"
Minnesota,27,Anoka County,3,3,23468,"Anoka County, Minnesota"
Minnesota,27,Anoka County,3,4,7398,"Anoka County, Minnesota"
Minnesota,27,Anoka County,3,5,3766,"Anoka County, Minnesota"
Minnesota,27,Becker County,5,1,3441,"Becker County, Minnesota"
Minnesota,27,Becker County,5,2,5278,"Becker County, Minnesota"
Minnesota,27,Becker County,5,3,2695,"Becker County, Minnesota"
Minnesota,27,Becker County,5,4,925,"Becker County, Minnesota"
Minnesota,27,Becker County,5,5,583,"Becker County, Minnesota"
Minnesota,27,Beltrami County,7,1,5400,"Beltrami County, Minnesota"
Minnesota,27,Beltrami County,7,2,6299,"Beltrami County, Minnesota"
Minnesota,27,Beltrami County,7,3,2770,"Beltrami County, Minnesota"
Minnesota,27,Beltrami County,7,4,950,"Beltrami County, Minnesota"
Minnesota,27,Beltrami County,7,5,446,"Beltrami County, Minnesota"
Minnesota,27,Benton County,9,1,4883,"Benton County, Minnesota"
Minnesota,27,Benton County,9,2,6488,"Benton County, Minnesota"
Minnesota,27,Benton County,9,3,2712,"Benton County, Minnesota"
Minnesota,27,Benton County,9,4,849,"Benton County, Minnesota"
Minnesota,27,Benton County,9,5,376,"Benton County, Minnesota"
Minnesota,27,Big Stone County,11,1,603,"Big Stone County, Minnesota"
Minnesota,27,Big Stone County,11,2,847,"Big Stone County, Minnesota"
Minnesota,27,Big Stone County,11,3,459,"Big Stone County, Minnesota"
Minnesota,27,Big Stone County,11,4,183,"Big Stone County, Minnesota"
Minnesota,27,Big Stone County,11,5,61,"Big Stone County, Minnesota"
Minnesota,27,Blue Earth County,13,1,7150,"Blue Earth County, Minnesota"
Minnesota,27,Blue Earth County,13,2,10485,"Blue Earth County, Minnesota"
Minnesota,27,Blue Earth County,13,3,4262,"Blue Earth County, Minnesota"
Minnesota,27,Blue Earth County,13,4,1570,"Blue Earth County, Minnesota"
Minnesota,27,Blue Earth County,13,5,759,"Blue Earth County, Minnesota"
Minnesota,27,Brown County,15,1,2927,"Brown County, Minnesota"
Minnesota,27,Brown County,15,2,4266,"Brown County, Minnesota"
Minnesota,27,Brown County,15,3,2106,"Brown County, Minnesota"
Minnesota,27,Brown County,15,4,647,"Brown County, Minnesota"
Minnesota,27,Brown County,15,5,328,"Brown County, Minnesota"
Minnesota,27,Carlton County,17,1,3423,"Carlton County, Minnesota"
Minnesota,27,Carlton County,17,2,5269,"Carlton County, Minnesota"
Minnesota,27,Carlton County,17,3,2711,"Carlton County, Minnesota"
Minnesota,27,Carlton County,17,4,1072,"Carlton County, Minnesota"
Minnesota,27,Carlton County,17,5,514,"Carlton County, Minnesota"
Minnesota,27,Carver County,19,1,7984,"Carver County, Minnesota"
Minnesota,27,Carver County,19,2,17228,"Carver County, Minnesota"
Minnesota,27,Carver County,19,3,7493,"Carver County, Minnesota"
Minnesota,27,Carver County,19,4,2057,"Carver County, Minnesota"
Minnesota,27,Carver County,19,5,785,"Carver County, Minnesota"
Minnesota,27,Cass County,21,1,3582,"Cass County, Minnesota"
Minnesota,27,Cass County,21,2,5336,"Cass County, Minnesota"
Minnesota,27,Cass County,21,3,2357,"Cass County, Minnesota"
Minnesota,27,Cass County,21,4,876,"Cass County, Minnesota"
Minnesota,27,Cass County,21,5,368,"Cass County, Minnesota"
Minnesota,27,Chippewa County,23,1,1749,"Chippewa County, Minnesota"
Minnesota,27,Chippewa County,23,2,1779,"Chippewa County, Minnesota"
Minnesota,27,Chippewa County,23,3,944,"Chippewa County, Minnesota"
Minnesota,27,Chippewa County,23,4,253,"Chippewa County, Minnesota"
Minnesota,27,Chippewa County,23,5,180,"Chippewa County, Minnesota"
Minnesota,27,Chisago County,25,1,3955,"Chisago County, Minnesota"
Minnesota,27,Chisago County,25,2,7163,"Chisago County, Minnesota"
Minnesota,27,Chisago County,25,3,5407,"Chisago County, Minnesota"
Minnesota,27,Chisago County,25,4,1899,"Chisago County, Minnesota"
Minnesota,27,Chisago County,25,5,1003,"Chisago County, Minnesota"
Minnesota,27,Clay County,27,1,6698,"Clay County, Minnesota"
Minnesota,27,Clay County,27,2,10480,"Clay County, Minnesota"
Minnesota,27,Clay County,27,3,3623,"Clay County, Minnesota"
Minnesota,27,Clay County,27,4,1280,"Clay County, Minnesota"
Minnesota,27,Clay County,27,5,609,"Clay County, Minnesota"
Minnesota,27,Clearwater County,29,1,773,"Clearwater County, Minnesota"
Minnesota,27,Clearwater County,29,2,1153,"Clearwater County, Minnesota"
Minnesota,27,Clearwater County,29,3,711,"Clearwater County, Minnesota"
Minnesota,27,Clearwater County,29,4,322,"Clearwater County, Minnesota"
Minnesota,27,Clearwater County,29,5,190,"Clearwater County, Minnesota"
Minnesota,27,Cook County,31,1,840,"Cook County, Minnesota"
Minnesota,27,Cook County,31,2,975,"Cook County, Minnesota"
Minnesota,27,Cook County,31,3,379,"Cook County, Minnesota"
Minnesota,27,Cook County,31,4,263,"Cook County, Minnesota"
Minnesota,27,Cook County,31,5,62,"Cook County, Minnesota"
Minnesota,27,Cottonwood County,33,1,1462,"Cottonwood County, Minnesota"
Minnesota,27,Cottonwood County,33,2,1801,"Cottonwood County, Minnesota"
Minnesota,27,Cottonwood County,33,3,784,"Cottonwood County, Minnesota"
Minnesota,27,Cottonwood County,33,4,358,"Cottonwood County, Minnesota"
Minnesota,27,Cottonwood County,33,5,184,"Cottonwood County, Minnesota"
Minnesota,27,Crow Wing County,35,1,7879,"Crow Wing County, Minnesota"
Minnesota,27,Crow Wing County,35,2,11152,"Crow Wing County, Minnesota"
Minnesota,27,Crow Wing County,35,3,4366,"Crow Wing County, Minnesota"
Minnesota,27,Crow Wing County,35,4,1337,"Crow Wing County, Minnesota"
Minnesota,27,Crow Wing County,35,5,650,"Crow Wing County, Minnesota"
Minnesota,27,Dakota County,37,1,46683,"Dakota County, Minnesota"
Minnesota,27,Dakota County,37,2,71008,"Dakota County, Minnesota"
Minnesota,27,Dakota County,37,3,26160,"Dakota County, Minnesota"
Minnesota,27,Dakota County,37,4,7505,"Dakota County, Minnesota"
Minnesota,27,Dakota County,37,5,3009,"Dakota County, Minnesota"
Minnesota,27,Dodge County,39,1,1638,"Dodge County, Minnesota"
Minnesota,27,Dodge County,39,2,3033,"Dodge County, Minnesota"
Minnesota,27,Dodge County,39,3,1912,"Dodge County, Minnesota"
Minnesota,27,Dodge County,39,4,599,"Dodge County, Minnesota"
Minnesota,27,Dodge County,39,5,330,"Dodge County, Minnesota"
Minnesota,27,Douglas County,41,1,4362,"Douglas County, Minnesota"
Minnesota,27,Douglas County,41,2,7142,"Douglas County, Minnesota"
Minnesota,27,Douglas County,41,3,2838,"Douglas County, Minnesota"
Minnesota,27,Douglas County,41,4,1079,"Douglas County, Minnesota"
Minnesota,27,Douglas County,41,5,481,"Douglas County, Minnesota"
Minnesota,27,Faribault County,43,1,1859,"Faribault County, Minnesota"
Minnesota,27,Faribault County,43,2,2260,"Faribault County, Minnesota"
Minnesota,27,Faribault County,43,3,1099,"Faribault County, Minnesota"
Minnesota,27,Faribault County,43,4,411,"Faribault County, Minnesota"
Minnesota,27,Faribault County,43,5,202,"Faribault County, Minnesota"
Minnesota,27,Fillmore County,45,1,1975,"Fillmore County, Minnesota"
Minnesota,27,Fillmore County,45,2,3253,"Fillmore County, Minnesota"
Minnesota,27,Fillmore County,45,3,1831,"Fillmore County, Minnesota"
Minnesota,27,Fillmore County,45,4,731,"Fillmore County, Minnesota"
Minnesota,27,Fillmore County,45,5,317,"Fillmore County, Minnesota"
Minnesota,27,Freeborn County,47,1,3988,"Freeborn County, Minnesota"
Minnesota,27,Freeborn County,47,2,4885,"Freeborn County, Minnesota"
Minnesota,27,Freeborn County,47,3,2125,"Freeborn County, Minnesota"
Minnesota,27,Freeborn County,47,4,807,"Freeborn County, Minnesota"
Minnesota,27,Freeborn County,47,5,433,"Freeborn County, Minnesota"
Minnesota,27,Goodhue County,49,1,5202,"Goodhue County, Minnesota"
Minnesota,27,Goodhue County,49,2,7528,"Goodhue County, Minnesota"
Minnesota,27,Goodhue County,49,3,3531,"Goodhue County, Minnesota"
Minnesota,27,Goodhue County,49,4,1498,"Goodhue County, Minnesota"
Minnesota,27,Goodhue County,49,5,709,"Goodhue County, Minnesota"
Minnesota,27,Grant County,51,1,640,"Grant County, Minnesota"
Minnesota,27,Grant County,51,2,958,"Grant County, Minnesota"
Minnesota,27,Grant County,51,3,609,"Grant County, Minnesota"
Minnesota,27,Grant County,51,4,166,"Grant County, Minnesota"
Minnesota,27,Grant County,51,5,105,"Grant County, Minnesota"
Minnesota,27,Hennepin County,53,1,179969,"Hennepin County, Minnesota"
Minnesota,27,Hennepin County,53,2,199756,"Hennepin County, Minnesota"
Minnesota,27,Hennepin County,53,3,57761,"Hennepin County, Minnesota"
Minnesota,27,Hennepin County,53,4,15974,"Hennepin County, Minnesota"
Minnesota,27,Hennepin County,53,5,5756,"Hennepin County, Minnesota"
Minnesota,27,Houston County,55,1,2276,"Houston County, Minnesota"
Minnesota,27,Houston County,55,2,3239,"Houston County, Minnesota"
Minnesota,27,Houston County,55,3,1680,"Houston County, Minnesota"
Minnesota,27,Houston County,55,4,416,"Houston County, Minnesota"
Minnesota,27,Houston County,55,5,296,"Houston County, Minnesota"
Minnesota,27,Hubbard County,57,1,2075,"Hubbard County, Minnesota"
Minnesota,27,Hubbard County,57,2,3483,"Hubbard County, Minnesota"
Minnesota,27,Hubbard County,57,3,1680,"Hubbard County, Minnesota"
Minnesota,27,Hubbard County,57,4,708,"Hubbard County, Minnesota"
Minnesota,27,Hubbard County,57,5,323,"Hubbard County, Minnesota"
Minnesota,27,Isanti County,59,1,3328,"Isanti County, Minnesota"
Minnesota,27,Isanti County,59,2,5598,"Isanti County, Minnesota"
Minnesota,27,Isanti County,59,3,3318,"Isanti County, Minnesota"
Minnesota,27,Isanti County,59,4,1413,"Isanti County, Minnesota"
Minnesota,27,Isanti County,59,5,621,"Isanti County, Minnesota"
Minnesota,27,Itasca County,61,1,5321,"Itasca County, Minnesota"
Minnesota,27,Itasca County,61,2,7759,"Itasca County, Minnesota"
Minnesota,27,Itasca County,61,3,3628,"Itasca County, Minnesota"
Minnesota,27,Itasca County,61,4,1250,"Itasca County, Minnesota"
Minnesota,27,Itasca County,61,5,509,"Itasca County, Minnesota"
Minnesota,27,Jackson County,63,1,1053,"Jackson County, Minnesota"
Minnesota,27,Jackson County,63,2,1735,"Jackson County, Minnesota"
Minnesota,27,Jackson County,63,3,951,"Jackson County, Minnesota"
Minnesota,27,Jackson County,63,4,323,"Jackson County, Minnesota"
Minnesota,27,Jackson County,63,5,196,"Jackson County, Minnesota"
Minnesota,27,Kanabec County,65,1,1504,"Kanabec County, Minnesota"
Minnesota,27,Kanabec County,65,2,2312,"Kanabec County, Minnesota"
Minnesota,27,Kanabec County,65,3,1484,"Kanabec County, Minnesota"
Minnesota,27,Kanabec County,65,4,544,"Kanabec County, Minnesota"
Minnesota,27,Kanabec County,65,5,288,"Kanabec County, Minnesota"
Minnesota,27,Kandiyohi County,67,1,4895,"Kandiyohi County, Minnesota"
Minnesota,27,Kandiyohi County,67,2,7047,"Kandiyohi County, Minnesota"
Minnesota,27,Kandiyohi County,67,3,2741,"Kandiyohi County, Minnesota"
Minnesota,27,Kandiyohi County,67,4,854,"Kandiyohi County, Minnesota"
Minnesota,27,Kandiyohi County,67,5,488,"Kandiyohi County, Minnesota"
Minnesota,27,Kittson County,69,1,502,"Kittson County, Minnesota"
Minnesota,27,Kittson County,69,2,685,"Kittson County, Minnesota"
Minnesota,27,Kittson County,69,3,370,"Kittson County, Minnesota"
Minnesota,27,Kittson County,69,4,139,"Kittson County, Minnesota"
Minnesota,27,Kittson County,69,5,69,"Kittson County, Minnesota"
Minnesota,27,Koochiching County,71,1,1583,"Koochiching County, Minnesota"
Minnesota,27,Koochiching County,71,2,2284,"Koochiching County, Minnesota"
Minnesota,27,Koochiching County,71,3,905,"Koochiching County, Minnesota"
Minnesota,27,Koochiching County,71,4,257,"Koochiching County, Minnesota"
Minnesota,27,Koochiching County,71,5,142,"Koochiching County, Minnesota"
Minnesota,27,Lac qui Parle County,73,1,760,"Lac qui Parle County, Minnesota"
Minnesota,27,Lac qui Parle County,73,2,1225,"Lac qui Parle County, Minnesota"
Minnesota,27,Lac qui Parle County,73,3,617,"Lac qui Parle County, Minnesota"
Minnesota,27,Lac qui Parle County,73,4,248,"Lac qui Parle County, Minnesota"
Minnesota,27,Lac qui Parle County,73,5,121,"Lac qui Parle County, Minnesota"
Minnesota,27,Lake County,75,1,1400,"Lake County, Minnesota"
Minnesota,27,Lake County,75,2,2016,"Lake County, Minnesota"
Minnesota,27,Lake County,75,3,871,"Lake County, Minnesota"
Minnesota,27,Lake County,75,4,447,"Lake County, Minnesota"
Minnesota,27,Lake County,75,5,103,"Lake County, Minnesota"
Minnesota,27,Lake of the Woods County,77,1,490,"Lake of the Woods County, Minnesota"
Minnesota,27,Lake of the Woods County,77,2,444,"Lake of the Woods County, Minnesota"
Minnesota,27,Lake of the Woods County,77,3,346,"Lake of the Woods County, Minnesota"
Minnesota,27,Lake of the Woods County,77,4,70,"Lake of the Woods County, Minnesota"
Minnesota,27,Lake of the Woods County,77,5,78,"Lake of the Woods County, Minnesota"
Minnesota,27,Le Sueur County,79,1,2498,"Le Sueur County, Minnesota"
Minnesota,27,Le Sueur County,79,2,4310,"Le Sueur County, Minnesota"
Minnesota,27,Le Sueur County,79,3,2280,"Le Sueur County, Minnesota"
Minnesota,27,Le Sueur County,79,4,991,"Le Sueur County, Minnesota"
Minnesota,27,Le Sueur County,79,5,505,"Le Sueur County, Minnesota"
Minnesota,27,Lincoln County,81,1,721,"Lincoln County, Minnesota"
Minnesota,27,Lincoln County,81,2,844,"Lincoln County, Minnesota"
Minnesota,27,Lincoln County,81,3,490,"Lincoln County, Minnesota"
Minnesota,27,Lincoln County,81,4,216,"Lincoln County, Minnesota"
Minnesota,27,Lincoln County,81,5,85,"Lincoln County, Minnesota"
Minnesota,27,Lyon County,83,1,2918,"Lyon County, Minnesota"
Minnesota,27,Lyon County,83,2,3941,"Lyon County, Minnesota"
Minnesota,27,Lyon County,83,3,1859,"Lyon County, Minnesota"
Minnesota,27,Lyon County,83,4,463,"Lyon County, Minnesota"
Minnesota,27,Lyon County,83,5,192,"Lyon County, Minnesota"
Minnesota,27,McLeod County,85,1,4116,"McLeod County, Minnesota"
Minnesota,27,McLeod County,85,2,5749,"McLeod County, Minnesota"
Minnesota,27,McLeod County,85,3,2727,"McLeod County, Minnesota"
Minnesota,27,McLeod County,85,4,911,"McLeod County, Minnesota"
Minnesota,27,McLeod County,85,5,513,"McLeod County, Minnesota"
Minnesota,27,Mahnomen County,87,1,619,"Mahnomen County, Minnesota"
Minnesota,27,Mahnomen County,87,2,668,"Mahnomen County, Minnesota"
Minnesota,27,Mahnomen County,87,3,300,"Mahnomen County, Minnesota"
Minnesota,27,Mahnomen County,87,4,116,"Mahnomen County, Minnesota"
Minnesota,27,Mahnomen County,87,5,73,"Mahnomen County, Minnesota"
Minnesota,27,Marshall County,89,1,934,"Marshall County, Minnesota"
Minnesota,27,Marshall County,89,2,1500,"Marshall County, Minnesota"
Minnesota,27,Marshall County,89,3,830,"Marshall County, Minnesota"
Minnesota,27,Marshall County,89,4,370,"Marshall County, Minnesota"
Minnesota,27,Marshall County,89,5,171,"Marshall County, Minnesota"
Minnesota,27,Martin County,91,1,2849,"Martin County, Minnesota"
Minnesota,27,Martin County,91,2,3037,"Martin County, Minnesota"
Minnesota,27,Martin County,91,3,1607,"Martin County, Minnesota"
Minnesota,27,Martin County,91,4,580,"Martin County, Minnesota"
Minnesota,27,Martin County,91,5,222,"Martin County, Minnesota"
Minnesota,27,Meeker County,93,1,2028,"Meeker County, Minnesota"
Minnesota,27,Meeker County,93,2,3681,"Meeker County, Minnesota"
Minnesota,27,Meeker County,93,3,1927,"Meeker County, Minnesota"
Minnesota,27,Meeker County,93,4,705,"Meeker County, Minnesota"
Minnesota,27,Meeker County,93,5,337,"Meeker County, Minnesota"
Minnesota,27,Mille Lacs County,95,1,2735,"Mille Lacs County, Minnesota"
Minnesota,27,Mille Lacs County,95,2,3455,"Mille Lacs County, Minnesota"
Minnesota,27,Mille Lacs County,95,3,2000,"Mille Lacs County, Minnesota"
Minnesota,27,Mille Lacs County,95,4,810,"Mille Lacs County, Minnesota"
Minnesota,27,Mille Lacs County,95,5,483,"Mille Lacs County, Minnesota"
Minnesota,27,Morrison County,97,1,3155,"Morrison County, Minnesota"
Minnesota,27,Morrison County,97,2,4849,"Morrison County, Minnesota"
Minnesota,27,Morrison County,97,3,2795,"Morrison County, Minnesota"
Minnesota,27,Morrison County,97,4,1133,"Morrison County, Minnesota"
Minnesota,27,Morrison County,97,5,584,"Morrison County, Minnesota"
Minnesota,27,Mower County,99,1,4751,"Mower County, Minnesota"
Minnesota,27,Mower County,99,2,5911,"Mower County, Minnesota"
Minnesota,27,Mower County,99,3,2476,"Mower County, Minnesota"
Minnesota,27,Mower County,99,4,917,"Mower County, Minnesota"
Minnesota,27,Mower County,99,5,367,"Mower County, Minnesota"
Minnesota,27,Murray County,101,1,959,"Murray County, Minnesota"
Minnesota,27,Murray County,101,2,1367,"Murray County, Minnesota"
Minnesota,27,Murray County,101,3,761,"Murray County, Minnesota"
Minnesota,27,Murray County,101,4,274,"Murray County, Minnesota"
Minnesota,27,Murray County,101,5,140,"Murray County, Minnesota"
Minnesota,27,Nicollet County,103,1,3449,"Nicollet County, Minnesota"
Minnesota,27,Nicollet County,103,2,5620,"Nicollet County, Minnesota"
Minnesota,27,Nicollet County,103,3,1967,"Nicollet County, Minnesota"
Minnesota,27,Nicollet County,103,4,624,"Nicollet County, Minnesota"
Minnesota,27,Nicollet County,103,5,301,"Nicollet County, Minnesota"
Minnesota,27,Nobles County,105,1,2237,"Nobles County, Minnesota"
Minnesota,27,Nobles County,105,2,2901,"Nobles County, Minnesota"
Minnesota,27,Nobles County,105,3,1481,"Nobles County, Minnesota"
Minnesota,27,Nobles County,105,4,479,"Nobles County, Minnesota"
Minnesota,27,Nobles County,105,5,281,"Nobles County, Minnesota"
Minnesota,27,Norman County,107,1,647,"Norman County, Minnesota"
Minnesota,27,Norman County,107,2,1058,"Norman County, Minnesota"
Minnesota,27,Norman County,107,3,563,"Norman County, Minnesota"
Minnesota,27,Norman County,107,4,221,"Norman County, Minnesota"
Minnesota,27,Norman County,107,5,102,"Norman County, Minnesota"
Minnesota,27,Olmsted County,109,1,19734,"Olmsted County, Minnesota"
Minnesota,27,Olmsted County,109,2,25682,"Olmsted County, Minnesota"
Minnesota,27,Olmsted County,109,3,9341,"Olmsted County, Minnesota"
Minnesota,27,Olmsted County,109,4,2488,"Olmsted County, Minnesota"
Minnesota,27,Olmsted County,109,5,892,"Olmsted County, Minnesota"
Minnesota,27,Otter Tail County,111,1,6195,"Otter Tail County, Minnesota"
Minnesota,27,Otter Tail County,111,2,9423,"Otter Tail County, Minnesota"
Minnesota,27,Otter Tail County,111,3,4892,"Otter Tail County, Minnesota"
Minnesota,27,Otter Tail County,111,4,1753,"Otter Tail County, Minnesota"
Minnesota,27,Otter Tail County,111,5,972,"Otter Tail County, Minnesota"
Minnesota,27,Pennington County,113,1,1781,"Pennington County, Minnesota"
Minnesota,27,Pennington County,113,2,2168,"Pennington County, Minnesota"
Minnesota,27,Pennington County,113,3,979,"Pennington County, Minnesota"
Minnesota,27,Pennington County,113,4,308,"Pennington County, Minnesota"
Minnesota,27,Pennington County,113,5,279,"Pennington County, Minnesota"
Minnesota,27,Pine County,115,1,2869,"Pine County, Minnesota"
Minnesota,27,Pine County,115,2,3885,"Pine County, Minnesota"
Minnesota,27,Pine County,115,3,2257,"Pine County, Minnesota"
Minnesota,27,Pine County,115,4,833,"Pine County, Minnesota"
Minnesota,27,Pine County,115,5,423,"Pine County, Minnesota"
Minnesota,27,Pipestone County,117,1,1151,"Pipestone County, Minnesota"
