STATE,STATEA,COUNTY,COUNTYA,num_vehicles,tot_vehicles,st_cnty_name
Georgia,13,Haralson County,143,3,1913,"Haralson County, Georgia"
Georgia,13,Haralson County,143,4,1052,"Haralson County, Georgia"
Georgia,13,Haralson County,143,5,336,"Haralson County, Georgia"
Georgia,13,Harris County,145,1,2157,"Harris County, Georgia"
Georgia,13,Harris County,145,2,5142,"Harris County, Georgia"
Georgia,13,Harris County,145,3,2631,"Harris County, Georgia"
Georgia,13,Harris County,145,4,1180,"Harris County, Georgia"
Georgia,13,Harris County,145,5,630,"Harris County, Georgia"
Georgia,13,Hart County,147,1,2821,"Hart County, Georgia"
Georgia,13,Hart County,147,2,3607,"Hart County, Georgia"
Georgia,13,Hart County,147,3,1750,"Hart County, Georgia"
Georgia,13,Hart County,147,4,840,"Hart County, Georgia"
Georgia,13,Hart County,147,5,375,"Hart County, Georgia"
Georgia,13,Heard County,149,1,1163,"Heard County, Georgia"
Georgia,13,Heard County,149,2,1632,"Heard County, Georgia"
Georgia,13,Heard County,149,3,968,"Heard County, Georgia"
Georgia,13,Heard County,149,4,301,"Heard County, Georgia"
Georgia,13,Heard County,149,5,162,"Heard County, Georgia"
Georgia,13,Henry County,151,1,20869,"Henry County, Georgia"
Georgia,13,Henry County,151,2,30729,"Henry County, Georgia"
Georgia,13,Henry County,151,3,14568,"Henry County, Georgia"
Georgia,13,Henry County,151,4,5848,"Henry County, Georgia"
Georgia,13,Henry County,151,5,2260,"Henry County, Georgia"
Georgia,13,Houston County,153,1,17472,"Houston County, Georgia"
Georgia,13,Houston County,153,2,24470,"Houston County, Georgia"
Georgia,13,Houston County,153,3,8318,"Houston County, Georgia"
Georgia,13,Houston County,153,4,2789,"Houston County, Georgia"
Georgia,13,Houston County,153,5,1226,"Houston County, Georgia"
Georgia,13,Irwin County,155,1,1335,"Irwin County, Georgia"
Georgia,13,Irwin County,155,2,918,"Irwin County, Georgia"
Georgia,13,Irwin County,155,3,602,"Irwin County, Georgia"
Georgia,13,Irwin County,155,4,193,"Irwin County, Georgia"
Georgia,13,Irwin County,155,5,26,"Irwin County, Georgia"
Georgia,13,Jackson County,157,1,4987,"Jackson County, Georgia"
Georgia,13,Jackson County,157,2,9162,"Jackson County, Georgia"
Georgia,13,Jackson County,157,3,5301,"Jackson County, Georgia"
Georgia,13,Jackson County,157,4,1687,"Jackson County, Georgia"
Georgia,13,Jackson County,157,5,939,"Jackson County, Georgia"
Georgia,13,Jasper County,159,1,1448,"Jasper County, Georgia"
Georgia,13,Jasper County,159,2,1775,"Jasper County, Georgia"
Georgia,13,Jasper County,159,3,934,"Jasper County, Georgia"
Georgia,13,Jasper County,159,4,457,"Jasper County, Georgia"
Georgia,13,Jasper County,159,5,278,"Jasper County, Georgia"
Georgia,13,Jeff Davis County,161,1,2003,"Jeff Davis County, Georgia"
Georgia,13,Jeff Davis County,161,2,1764,"Jeff Davis County, Georgia"
Georgia,13,Jeff Davis County,161,3,709,"Jeff Davis County, Georgia"
Georgia,13,Jeff Davis County,161,4,207,"Jeff Davis County, Georgia"
Georgia,13,Jeff Davis County,161,5,72,"Jeff Davis County, Georgia"
Georgia,13,Jefferson County,163,1,1979,"Jefferson County, Georgia"
Georgia,13,Jefferson County,163,2,1614,"Jefferson County, Georgia"
Georgia,13,Jefferson County,163,3,871,"Jefferson County, Georgia"
Georgia,13,Jefferson County,163,4,315,"Jefferson County, Georgia"
Georgia,13,Jefferson County,163,5,137,"Jefferson County, Georgia"
Georgia,13,Jenkins County,165,1,1133,"Jenkins County, Georgia"
Georgia,13,Jenkins County,165,2,1295,"Jenkins County, Georgia"
Georgia,13,Jenkins County,165,3,459,"Jenkins County, Georgia"
Georgia,13,Jenkins County,165,4,182,"Jenkins County, Georgia"
Georgia,13,Jenkins County,165,5,8,"Jenkins County, Georgia"
Georgia,13,Johnson County,167,1,1068,"Johnson County, Georgia"
Georgia,13,Johnson County,167,2,1171,"Johnson County, Georgia"
Georgia,13,Johnson County,167,3,509,"Johnson County, Georgia"
Georgia,13,Johnson County,167,4,262,"Johnson County, Georgia"
Georgia,13,Johnson County,167,5,59,"Johnson County, Georgia"
Georgia,13,Jones County,169,1,2604,"Jones County, Georgia"
Georgia,13,Jones County,169,2,4001,"Jones County, Georgia"
Georgia,13,Jones County,169,3,2544,"Jones County, Georgia"
Georgia,13,Jones County,169,4,758,"Jones County, Georgia"
Georgia,13,Jones County,169,5,280,"Jones County, Georgia"
Georgia,13,Lamar County,171,1,1646,"Lamar County, Georgia"
Georgia,13,Lamar County,171,2,2400,"Lamar County, Georgia"
Georgia,13,Lamar County,171,3,1138,"Lamar County, Georgia"
Georgia,13,Lamar County,171,4,616,"Lamar County, Georgia"
Georgia,13,Lamar County,171,5,287,"Lamar County, Georgia"
Georgia,13,Lanier County,173,1,1079,"Lanier County, Georgia"
Georgia,13,Lanier County,173,2,1548,"Lanier County, Georgia"
Georgia,13,Lanier County,173,3,356,"Lanier County, Georgia"
Georgia,13,Lanier County,173,4,312,"Lanier County, Georgia"
Georgia,13,Lanier County,173,5,125,"Lanier County, Georgia"
Georgia,13,Laurens County,175,1,7045,"Laurens County, Georgia"
Georgia,13,Laurens County,175,2,5919,"Laurens County, Georgia"
Georgia,13,Laurens County,175,3,1931,"Laurens County, Georgia"
Georgia,13,Laurens County,175,4,821,"Laurens County, Georgia"
Georgia,13,Laurens County,175,5,311,"Laurens County, Georgia"
Georgia,13,Lee County,177,1,2930,"Lee County, Georgia"
Georgia,13,Lee County,177,2,4180,"Lee County, Georgia"
Georgia,13,Lee County,177,3,1933,"Lee County, Georgia"
Georgia,13,Lee County,177,4,727,"Lee County, Georgia"
Georgia,13,Lee County,177,5,172,"Lee County, Georgia"
Georgia,13,Liberty County,179,1,8709,"Liberty County, Georgia"
Georgia,13,Liberty County,179,2,8872,"Liberty County, Georgia"
Georgia,13,Liberty County,179,3,3138,"Liberty County, Georgia"
Georgia,13,Liberty County,179,4,1085,"Liberty County, Georgia"
Georgia,13,Liberty County,179,5,423,"Liberty County, Georgia"
Georgia,13,Lincoln County,181,1,1163,"Lincoln County, Georgia"
Georgia,13,Lincoln County,181,2,1007,"Lincoln County, Georgia"
Georgia,13,Lincoln County,181,3,615,"Lincoln County, Georgia"
Georgia,13,Lincoln County,181,4,201,"Lincoln County, Georgia"
Georgia,13,Lincoln County,181,5,233,"Lincoln County, Georgia"
Georgia,13,Long County,183,1,1738,"Long County, Georgia"
Georgia,13,Long County,183,2,2163,"Long County, Georgia"
Georgia,13,Long County,183,3,1232,"Long County, Georgia"
Georgia,13,Long County,183,4,176,"Long County, Georgia"
Georgia,13,Long County,183,5,182,"Long County, Georgia"
Georgia,13,Lowndes County,185,1,14380,"Lowndes County, Georgia"
Georgia,13,Lowndes County,185,2,15892,"Lowndes County, Georgia"
Georgia,13,Lowndes County,185,3,5253,"Lowndes County, Georgia"
Georgia,13,Lowndes County,185,4,1494,"Lowndes County, Georgia"
Georgia,13,Lowndes County,185,5,799,"Lowndes County, Georgia"
Georgia,13,Lumpkin County,187,1,3203,"Lumpkin County, Georgia"
Georgia,13,Lumpkin County,187,2,4852,"Lumpkin County, Georgia"
Georgia,13,Lumpkin County,187,3,2085,"Lumpkin County, Georgia"
Georgia,13,Lumpkin County,187,4,831,"Lumpkin County, Georgia"
Georgia,13,Lumpkin County,187,5,253,"Lumpkin County, Georgia"
Georgia,13,McDuffie County,189,1,2194,"McDuffie County, Georgia"
Georgia,13,McDuffie County,189,2,2733,"McDuffie County, Georgia"
Georgia,13,McDuffie County,189,3,1711,"McDuffie County, Georgia"
Georgia,13,McDuffie County,189,4,513,"McDuffie County, Georgia"
Georgia,13,McDuffie County,189,5,180,"McDuffie County, Georgia"
Georgia,13,McIntosh County,191,1,1802,"McIntosh County, Georgia"
Georgia,13,McIntosh County,191,2,2279,"McIntosh County, Georgia"
Georgia,13,McIntosh County,191,3,964,"McIntosh County, Georgia"
Georgia,13,McIntosh County,191,4,497,"McIntosh County, Georgia"
Georgia,13,McIntosh County,191,5,197,"McIntosh County, Georgia"
Georgia,13,Macon County,193,1,1485,"Macon County, Georgia"
Georgia,13,Macon County,193,2,1677,"Macon County, Georgia"
Georgia,13,Macon County,193,3,692,"Macon County, Georgia"
Georgia,13,Macon County,193,4,208,"Macon County, Georgia"
Georgia,13,Macon County,193,5,39,"Macon County, Georgia"
Georgia,13,Madison County,195,1,2574,"Madison County, Georgia"
Georgia,13,Madison County,195,2,4213,"Madison County, Georgia"
Georgia,13,Madison County,195,3,2288,"Madison County, Georgia"
Georgia,13,Madison County,195,4,870,"Madison County, Georgia"
Georgia,13,Madison County,195,5,413,"Madison County, Georgia"
Georgia,13,Marion County,197,1,939,"Marion County, Georgia"
Georgia,13,Marion County,197,2,1277,"Marion County, Georgia"
Georgia,13,Marion County,197,3,560,"Marion County, Georgia"
Georgia,13,Marion County,197,4,225,"Marion County, Georgia"
Georgia,13,Marion County,197,5,184,"Marion County, Georgia"
Georgia,13,Meriwether County,199,1,2489,"Meriwether County, Georgia"
Georgia,13,Meriwether County,199,2,2625,"Meriwether County, Georgia"
Georgia,13,Meriwether County,199,3,1274,"Meriwether County, Georgia"
Georgia,13,Meriwether County,199,4,603,"Meriwether County, Georgia"
Georgia,13,Meriwether County,199,5,274,"Meriwether County, Georgia"
Georgia,13,Miller County,201,1,743,"Miller County, Georgia"
Georgia,13,Miller County,201,2,646,"Miller County, Georgia"
Georgia,13,Miller County,201,3,475,"Miller County, Georgia"
Georgia,13,Miller County,201,4,134,"Miller County, Georgia"
Georgia,13,Miller County,201,5,72,"Miller County, Georgia"
Georgia,13,Mitchell County,205,1,2538,"Mitchell County, Georgia"
Georgia,13,Mitchell County,205,2,2783,"Mitchell County, Georgia"
Georgia,13,Mitchell County,205,3,1059,"Mitchell County, Georgia"
Georgia,13,Mitchell County,205,4,499,"Mitchell County, Georgia"
Georgia,13,Mitchell County,205,5,142,"Mitchell County, Georgia"
Georgia,13,Monroe County,207,1,2838,"Monroe County, Georgia"
Georgia,13,Monroe County,207,2,3502,"Monroe County, Georgia"
Georgia,13,Monroe County,207,3,2005,"Monroe County, Georgia"
Georgia,13,Monroe County,207,4,720,"Monroe County, Georgia"
Georgia,13,Monroe County,207,5,313,"Monroe County, Georgia"
Georgia,13,Montgomery County,209,1,847,"Montgomery County, Georgia"
Georgia,13,Montgomery County,209,2,1209,"Montgomery County, Georgia"
Georgia,13,Montgomery County,209,3,462,"Montgomery County, Georgia"
Georgia,13,Montgomery County,209,4,305,"Montgomery County, Georgia"
Georgia,13,Montgomery County,209,5,51,"Montgomery County, Georgia"
Georgia,13,Morgan County,211,1,1570,"Morgan County, Georgia"
Georgia,13,Morgan County,211,2,2779,"Morgan County, Georgia"
Georgia,13,Morgan County,211,3,1608,"Morgan County, Georgia"
Georgia,13,Morgan County,211,4,453,"Morgan County, Georgia"
Georgia,13,Morgan County,211,5,218,"Morgan County, Georgia"
Georgia,13,Murray County,213,1,3523,"Murray County, Georgia"
Georgia,13,Murray County,213,2,5824,"Murray County, Georgia"
Georgia,13,Murray County,213,3,2719,"Murray County, Georgia"
Georgia,13,Murray County,213,4,1116,"Murray County, Georgia"
Georgia,13,Murray County,213,5,534,"Murray County, Georgia"
Georgia,13,Muscogee County,215,1,27668,"Muscogee County, Georgia"
Georgia,13,Muscogee County,215,2,25423,"Muscogee County, Georgia"
Georgia,13,Muscogee County,215,3,8431,"Muscogee County, Georgia"
Georgia,13,Muscogee County,215,4,2618,"Muscogee County, Georgia"
Georgia,13,Muscogee County,215,5,1023,"Muscogee County, Georgia"
Georgia,13,Newton County,217,1,9909,"Newton County, Georgia"
Georgia,13,Newton County,217,2,14396,"Newton County, Georgia"
Georgia,13,Newton County,217,3,7124,"Newton County, Georgia"
Georgia,13,Newton County,217,4,2676,"Newton County, Georgia"
Georgia,13,Newton County,217,5,1019,"Newton County, Georgia"
Georgia,13,Oconee County,219,1,2343,"Oconee County, Georgia"
Georgia,13,Oconee County,219,2,6050,"Oconee County, Georgia"
Georgia,13,Oconee County,219,3,3015,"Oconee County, Georgia"
Georgia,13,Oconee County,219,4,1242,"Oconee County, Georgia"
Georgia,13,Oconee County,219,5,463,"Oconee County, Georgia"
Georgia,13,Oglethorpe County,221,1,1501,"Oglethorpe County, Georgia"
Georgia,13,Oglethorpe County,221,2,2180,"Oglethorpe County, Georgia"
Georgia,13,Oglethorpe County,221,3,1013,"Oglethorpe County, Georgia"
Georgia,13,Oglethorpe County,221,4,447,"Oglethorpe County, Georgia"
Georgia,13,Oglethorpe County,221,5,290,"Oglethorpe County, Georgia"
Georgia,13,Paulding County,223,1,12019,"Paulding County, Georgia"
Georgia,13,Paulding County,223,2,22893,"Paulding County, Georgia"
Georgia,13,Paulding County,223,3,11088,"Paulding County, Georgia"
Georgia,13,Paulding County,223,4,4279,"Paulding County, Georgia"
Georgia,13,Paulding County,223,5,1683,"Paulding County, Georgia"
Georgia,13,Peach County,225,1,3326,"Peach County, Georgia"
Georgia,13,Peach County,225,2,3092,"Peach County, Georgia"
Georgia,13,Peach County,225,3,1809,"Peach County, Georgia"
Georgia,13,Peach County,225,4,615,"Peach County, Georgia"
Georgia,13,Peach County,225,5,217,"Peach County, Georgia"
Georgia,13,Pickens County,227,1,2658,"Pickens County, Georgia"
Georgia,13,Pickens County,227,2,5023,"Pickens County, Georgia"
Georgia,13,Pickens County,227,3,2201,"Pickens County, Georgia"
Georgia,13,Pickens County,227,4,981,"Pickens County, Georgia"
Georgia,13,Pickens County,227,5,551,"Pickens County, Georgia"
Georgia,13,Pierce County,229,1,1985,"Pierce County, Georgia"
Georgia,13,Pierce County,229,2,3052,"Pierce County, Georgia"
Georgia,13,Pierce County,229,3,1174,"Pierce County, Georgia"
Georgia,13,Pierce County,229,4,436,"Pierce County, Georgia"
Georgia,13,Pierce County,229,5,97,"Pierce County, Georgia"
Georgia,13,Pike County,231,1,1204,"Pike County, Georgia"
Georgia,13,Pike County,231,2,2300,"Pike County, Georgia"
Georgia,13,Pike County,231,3,1414,"Pike County, Georgia"
Georgia,13,Pike County,231,4,698,"Pike County, Georgia"
Georgia,13,Pike County,231,5,367,"Pike County, Georgia"
Georgia,13,Polk County,233,1,4626,"Polk County, Georgia"
Georgia,13,Polk County,233,2,5247,"Polk County, Georgia"
Georgia,13,Polk County,233,3,2486,"Polk County, Georgia"
Georgia,13,Polk County,233,4,945,"Polk County, Georgia"
Georgia,13,Polk County,233,5,580,"Polk County, Georgia"
Georgia,13,Pulaski County,235,1,1156,"Pulaski County, Georgia"
Georgia,13,Pulaski County,235,2,1320,"Pulaski County, Georgia"
Georgia,13,Pulaski County,235,3,670,"Pulaski County, Georgia"
Georgia,13,Pulaski County,235,4,92,"Pulaski County, Georgia"
Georgia,13,Pulaski County,235,5,120,"Pulaski County, Georgia"
Georgia,13,Putnam County,237,1,2465,"Putnam County, Georgia"
Georgia,13,Putnam County,237,2,3521,"Putnam County, Georgia"
Georgia,13,Putnam County,237,3,1819,"Putnam County, Georgia"
Georgia,13,Putnam County,237,4,531,"Putnam County, Georgia"
Georgia,13,Putnam County,237,5,194,"Putnam County, Georgia"
Georgia,13,Quitman County,239,1,316,"Quitman County, Georgia"
Georgia,13,Quitman County,239,2,263,"Quitman County, Georgia"
Georgia,13,Quitman County,239,3,120,"Quitman County, Georgia"
Georgia,13,Quitman County,239,4,20,"Quitman County, Georgia"
Georgia,13,Quitman County,239,5,31,"Quitman County, Georgia"
Georgia,13,Rabun County,241,1,2146,"Rabun County, Georgia"
Georgia,13,Rabun County,241,2,2572,"Rabun County, Georgia"
Georgia,13,Rabun County,241,3,1020,"Rabun County, Georgia"
Georgia,13,Rabun County,241,4,393,"Rabun County, Georgia"
Georgia,13,Rabun County,241,5,209,"Rabun County, Georgia"
Georgia,13,Randolph County,243,1,984,"Randolph County, Georgia"
Georgia,13,Randolph County,243,2,775,"Randolph County, Georgia"
Georgia,13,Randolph County,243,3,275,"Randolph County, Georgia"
Georgia,13,Randolph County,243,4,145,"Randolph County, Georgia"
Georgia,13,Randolph County,243,5,44,"Randolph County, Georgia"
Georgia,13,Richmond County,245,1,28736,"Richmond County, Georgia"
Georgia,13,Richmond County,245,2,22778,"Richmond County, Georgia"
Georgia,13,Richmond County,245,3,9208,"Richmond County, Georgia"
Georgia,13,Richmond County,245,4,2836,"Richmond County, Georgia"
Georgia,13,Richmond County,245,5,1157,"Richmond County, Georgia"
Georgia,13,Rockdale County,247,1,10567,"Rockdale County, Georgia"
Georgia,13,Rockdale County,247,2,11673,"Rockdale County, Georgia"
Georgia,13,Rockdale County,247,3,4859,"Rockdale County, Georgia"
Georgia,13,Rockdale County,247,4,2168,"Rockdale County, Georgia"
Georgia,13,Rockdale County,247,5,631,"Rockdale County, Georgia"
Georgia,13,Schley County,249,1,566,"Schley County, Georgia"
Georgia,13,Schley County,249,2,631,"Schley County, Georgia"
Georgia,13,Schley County,249,3,354,"Schley County, Georgia"
Georgia,13,Schley County,249,4,132,"Schley County, Georgia"
Georgia,13,Schley County,249,5,65,"Schley County, Georgia"
Georgia,13,Screven County,251,1,1459,"Screven County, Georgia"
Georgia,13,Screven County,251,2,1717,"Screven County, Georgia"
Georgia,13,Screven County,251,3,865,"Screven County, Georgia"
Georgia,13,Screven County,251,4,383,"Screven County, Georgia"
Georgia,13,Screven County,251,5,201,"Screven County, Georgia"
Georgia,13,Seminole County,253,1,1263,"Seminole County, Georgia"
Georgia,13,Seminole County,253,2,856,"Seminole County, Georgia"
Georgia,13,Seminole County,253,3,622,"Seminole County, Georgia"
Georgia,13,Seminole County,253,4,208,"Seminole County, Georgia"
Georgia,13,Seminole County,253,5,72,"Seminole County, Georgia"
Georgia,13,Spalding County,255,1,8202,"Spalding County, Georgia"
Georgia,13,Spalding County,255,2,8523,"Spalding County, Georgia"
Georgia,13,Spalding County,255,3,4041,"Spalding County, Georgia"
Georgia,13,Spalding County,255,4,1152,"Spalding County, Georgia"
Georgia,13,Spalding County,255,5,453,"Spalding County, Georgia"
Georgia,13,Stephens County,257,1,2526,"Stephens County, Georgia"
Georgia,13,Stephens County,257,2,3582,"Stephens County, Georgia"
Georgia,13,Stephens County,257,3,1825,"Stephens County, Georgia"
Georgia,13,Stephens County,257,4,631,"Stephens County, Georgia"
Georgia,13,Stephens County,257,5,294,"Stephens County, Georgia"
Georgia,13,Stewart County,259,1,586,"Stewart County, Georgia"
Georgia,13,Stewart County,259,2,578,"Stewart County, Georgia"
Georgia,13,Stewart County,259,3,237,"Stewart County, Georgia"
Georgia,13,Stewart County,259,4,63,"Stewart County, Georgia"
Georgia,13,Stewart County,259,5,56,"Stewart County, Georgia"
Georgia,13,Sumter County,261,1,4399,"Sumter County, Georgia"
Georgia,13,Sumter County,261,2,3650,"Sumter County, Georgia"
Georgia,13,Sumter County,261,3,1684,"Sumter County, Georgia"
Georgia,13,Sumter County,261,4,437,"Sumter County, Georgia"
Georgia,13,Sumter County,261,5,269,"Sumter County, Georgia"
Georgia,13,Talbot County,263,1,817,"Talbot County, Georgia"
Georgia,13,Talbot County,263,2,711,"Talbot County, Georgia"
Georgia,13,Talbot County,263,3,555,"Talbot County, Georgia"
Georgia,13,Talbot County,263,4,294,"Talbot County, Georgia"
Georgia,13,Talbot County,263,5,184,"Talbot County, Georgia"
Georgia,13,Taliaferro County,265,1,218,"Taliaferro County, Georgia"
Georgia,13,Taliaferro County,265,2,124,"Taliaferro County, Georgia"
Georgia,13,Taliaferro County,265,3,104,"Taliaferro County, Georgia"
Georgia,13,Taliaferro County,265,4,53,"Taliaferro County, Georgia"
Georgia,13,Taliaferro County,265,5,12,"Taliaferro County, Georgia"
Georgia,13,Tattnall County,267,1,2609,"Tattnall County, Georgia"
Georgia,13,Tattnall County,267,2,2702,"Tattnall County, Georgia"
Georgia,13,Tattnall County,267,3,1621,"Tattnall County, Georgia"
Georgia,13,Tattnall County,267,4,604,"Tattnall County, Georgia"
Georgia,13,Tattnall County,267,5,156,"Tattnall County, Georgia"
Georgia,13,Taylor County,269,1,1123,"Taylor County, Georgia"
Georgia,13,Taylor County,269,2,1227,"Taylor County, Georgia"
Georgia,13,Taylor County,269,3,549,"Taylor County, Georgia"
Georgia,13,Taylor County,269,4,97,"Taylor County, Georgia"
Georgia,13,Taylor County,269,5,94,"Taylor County, Georgia"
Georgia,13,Telfair County,271,1,1865,"Telfair County, Georgia"
Georgia,13,Telfair County,271,2,1700,"Telfair County, Georgia"
Georgia,13,Telfair County,271,3,616,"Telfair County, Georgia"
Georgia,13,Telfair County,271,4,110,"Telfair County, Georgia"
Georgia,13,Telfair County,271,5,67,"Telfair County, Georgia"
Georgia,13,Terrell County,273,1,1249,"Terrell County, Georgia"
Georgia,13,Terrell County,273,2,1157,"Terrell County, Georgia"
Georgia,13,Terrell County,273,3,338,"Terrell County, Georgia"
Georgia,13,Terrell County,273,4,185,"Terrell County, Georgia"
Georgia,13,Terrell County,273,5,84,"Terrell County, Georgia"
Georgia,13,Thomas County,275,1,6210,"Thomas County, Georgia"
Georgia,13,Thomas County,275,2,6209,"Thomas County, Georgia"
Georgia,13,Thomas County,275,3,2837,"Thomas County, Georgia"
Georgia,13,Thomas County,275,4,865,"Thomas County, Georgia"
Georgia,13,Thomas County,275,5,309,"Thomas County, Georgia"
Georgia,13,Tift County,277,1,5721,"Tift County, Georgia"
Georgia,13,Tift County,277,2,5113,"Tift County, Georgia"
Georgia,13,Tift County,277,3,2193,"Tift County, Georgia"
Georgia,13,Tift County,277,4,512,"Tift County, Georgia"
Georgia,13,Tift County,277,5,119,"Tift County, Georgia"
Georgia,13,Toombs County,279,1,3927,"Toombs County, Georgia"
Georgia,13,Toombs County,279,2,2956,"Toombs County, Georgia"
Georgia,13,Toombs County,279,3,1512,"Toombs County, Georgia"
Georgia,13,Toombs County,279,4,620,"Toombs County, Georgia"
Georgia,13,Toombs County,279,5,149,"Toombs County, Georgia"
Georgia,13,Towns County,281,1,1394,"Towns County, Georgia"
Georgia,13,Towns County,281,2,2077,"Towns County, Georgia"
Georgia,13,Towns County,281,3,975,"Towns County, Georgia"
Georgia,13,Towns County,281,4,193,"Towns County, Georgia"
Georgia,13,Towns County,281,5,102,"Towns County, Georgia"
Georgia,13,Treutlen County,283,1,802,"Treutlen County, Georgia"
Georgia,13,Treutlen County,283,2,887,"Treutlen County, Georgia"
Georgia,13,Treutlen County,283,3,435,"Treutlen County, Georgia"
Georgia,13,Treutlen County,283,4,110,"Treutlen County, Georgia"
Georgia,13,Treutlen County,283,5,39,"Treutlen County, Georgia"
Georgia,13,Troup County,285,1,8384,"Troup County, Georgia"
Georgia,13,Troup County,285,2,8159,"Troup County, Georgia"
Georgia,13,Troup County,285,3,3909,"Troup County, Georgia"
Georgia,13,Troup County,285,4,1313,"Troup County, Georgia"
Georgia,13,Troup County,285,5,657,"Troup County, Georgia"
Georgia,13,Turner County,287,1,1031,"Turner County, Georgia"
Georgia,13,Turner County,287,2,1176,"Turner County, Georgia"
Georgia,13,Turner County,287,3,296,"Turner County, Georgia"
Georgia,13,Turner County,287,4,151,"Turner County, Georgia"
Georgia,13,Turner County,287,5,48,"Turner County, Georgia"
Georgia,13,Twiggs County,289,1,1050,"Twiggs County, Georgia"
Georgia,13,Twiggs County,289,2,949,"Twiggs County, Georgia"
Georgia,13,Twiggs County,289,3,482,"Twiggs County, Georgia"
Georgia,13,Twiggs County,289,4,189,"Twiggs County, Georgia"
Georgia,13,Twiggs County,289,5,77,"Twiggs County, Georgia"
Georgia,13,Union County,291,1,2889,"Union County, Georgia"
Georgia,13,Union County,291,2,3879,"Union County, Georgia"
Georgia,13,Union County,291,3,1642,"Union County, Georgia"
Georgia,13,Union County,291,4,527,"Union County, Georgia"
Georgia,13,Union County,291,5,370,"Union County, Georgia"
Georgia,13,Upson County,293,1,3187,"Upson County, Georgia"
Georgia,13,Upson County,293,2,3629,"Upson County, Georgia"
Georgia,13,Upson County,293,3,1505,"Upson County, Georgia"
Georgia,13,Upson County,293,4,622,"Upson County, Georgia"
Georgia,13,Upson County,293,5,279,"Upson County, Georgia"
Georgia,13,Walker County,295,1,7610,"Walker County, Georgia"
Georgia,13,Walker County,295,2,9709,"Walker County, Georgia"
Georgia,13,Walker County,295,3,5037,"Walker County, Georgia"
Georgia,13,Walker County,295,4,1488,"Walker County, Georgia"
Georgia,13,Walker County,295,5,763,"Walker County, Georgia"
Georgia,13,Walton County,297,1,7956,"Walton County, Georgia"
Georgia,13,Walton County,297,2,13160,"Walton County, Georgia"
Georgia,13,Walton County,297,3,6190,"Walton County, Georgia"
Georgia,13,Walton County,297,4,2397,"Walton County, Georgia"
Georgia,13,Walton County,297,5,993,"Walton County, Georgia"
Georgia,13,Ware County,299,1,5208,"Ware County, Georgia"
Georgia,13,Ware County,299,2,5414,"Ware County, Georgia"
Georgia,13,Ware County,299,3,1703,"Ware County, Georgia"
Georgia,13,Ware County,299,4,346,"Ware County, Georgia"
Georgia,13,Ware County,299,5,40,"Ware County, Georgia"
Georgia,13,Warren County,301,1,649,"Warren County, Georgia"
Georgia,13,Warren County,301,2,617,"Warren County, Georgia"
Georgia,13,Warren County,301,3,405,"Warren County, Georgia"
Georgia,13,Warren County,301,4,166,"Warren County, Georgia"
Georgia,13,Warren County,301,5,60,"Warren County, Georgia"
Georgia,13,Washington County,303,1,2239,"Washington County, Georgia"
Georgia,13,Washington County,303,2,2773,"Washington County, Georgia"
Georgia,13,Washington County,303,3,1295,"Washington County, Georgia"
Georgia,13,Washington County,303,4,454,"Washington County, Georgia"
Georgia,13,Washington County,303,5,86,"Washington County, Georgia"
Georgia,13,Wayne County,305,1,3439,"Wayne County, Georgia"
Georgia,13,Wayne County,305,2,4154,"Wayne County, Georgia"
Georgia,13,Wayne County,305,3,1573,"Wayne County, Georgia"
Georgia,13,Wayne County,305,4,358,"Wayne County, Georgia"
Georgia,13,Wayne County,305,5,154,"Wayne County, Georgia"
Georgia,13,Webster County,307,1,406,"Webster County, Georgia"
Georgia,13,Webster County,307,2,322,"Webster County, Georgia"
Georgia,13,Webster County,307,3,268,"Webster County, Georgia"
Georgia,13,Webster County,307,4,44,"Webster County, Georgia"
Georgia,13,Webster County,307,5,27,"Webster County, Georgia"
Georgia,13,Wheeler County,309,1,792,"Wheeler County, Georgia"
Georgia,13,Wheeler County,309,2,539,"Wheeler County, Georgia"
Georgia,13,Wheeler County,309,3,231,"Wheeler County, Georgia"
Georgia,13,Wheeler County,309,4,70,"Wheeler County, Georgia"
Georgia,13,Wheeler County,309,5,4,"Wheeler County, Georgia"
Georgia,13,White County,311,1,3472,"White County, Georgia"
Georgia,13,White County,311,2,4627,"White County, Georgia"
Georgia,13,White County,311,3,2003,"White County, Georgia"
Georgia,13,White County,311,4,920,"White County, Georgia"
Georgia,13,White County,311,5,416,"White County, Georgia"
Georgia,13,Whitfield County,313,1,10511,"Whitfield County, Georgia"
Georgia,13,Whitfield County,313,2,13836,"Whitfield County, Georgia"
Georgia,13,Whitfield County,313,3,5913,"Whitfield County, Georgia"
Georgia,13,Whitfield County,313,4,2175,"Whitfield County, Georgia"
Georgia,13,Whitfield County,313,5,1193,"Whitfield County, Georgia"
Georgia,13,Wilcox County,315,1,955,"Wilcox County, Georgia"
Georgia,13,Wilcox County,315,2,911,"Wilcox County, Georgia"
Georgia,13,Wilcox County,315,3,377,"Wilcox County, Georgia"
Georgia,13,Wilcox County,315,4,154,"Wilcox County, Georgia"
Georgia,13,Wilcox County,315,5,50,"Wilcox County, Georgia"
Georgia,13,Wilkes County,317,1,1310,"Wilkes County, Georgia"
Georgia,13,Wilkes County,317,2,1084,"Wilkes County, Georgia"
Georgia,13,Wilkes County,317,3,693,"Wilkes County, Georgia"
